time_step,text_hash,source_label,trace_status,trace_error,trace_mode,ate,ate_ci_lower,ate_ci_upper,ci_width,refuted_count,identifiable,concept_count,edge_count,adj_density,max_delta_nll,signal_type,max_delta_nll_concept_level,concept_level_edge_count,concept_coverage,condition_number,unk_rate,ccm_coverage_pct,ccm_verdict,refutations_attempted,ccm_algorithm_run,edm_rho_high,edm_rho_mid,havok_status,havok_linear_pct,causallearn_consensus,edge_stability_mean,permutation_p_value,total_ms,consensus_score,consensus_direction,z_pca_1,z_pca_2,z_pca_3,secular_entropy,z_福音,z_吉祥,z_奥美,z_存在,z_自孕,z_弥赛亚,z_Alice,z_觉爱,dz_福音,dz_吉祥,dz_奥美,dz_存在,dz_自孕,dz_弥赛亚,dz_Alice,dz_觉爱,d2z_福音,d2z_吉祥,d2z_奥美,d2z_存在,d2z_自孕,d2z_弥赛亚,d2z_Alice,d2z_觉爱,z_福音_zscore,z_吉祥_zscore,z_奥美_zscore,z_存在_zscore,z_自孕_zscore,z_弥赛亚_zscore,z_Alice_zscore,z_觉爱_zscore,dz_福音_zscore,dz_吉祥_zscore,dz_奥美_zscore,dz_存在_zscore,dz_自孕_zscore,dz_弥赛亚_zscore,dz_Alice_zscore,dz_觉爱_zscore,d2z_福音_zscore,d2z_吉祥_zscore,d2z_奥美_zscore,d2z_存在_zscore,d2z_自孕_zscore,d2z_弥赛亚_zscore,d2z_Alice_zscore,d2z_觉爱_zscore
2026-07-20 04:22,replay:f6401fb4,,,,,-0.2773250284299138,-0.2963191146581681,-0.2583309422016595,0.03798817245650865,0,0,12,12,0.5,8.0,unknown,,,0.0,0,0.5385,11023194846674.63,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2151,0.7226749715700862,negative,0.0001407987651629184,-0.03617493962317388,0.0026302359930011053,0.030059865782578354,-0.8934403593988895,-0.1297556889434385,0.0248070416634954,0.15317245102074173,0.0877930188801508,0.07571019843137276,0.06271102741228064,-0.11305881777557651,,,,,,,,,,,,,,,,,-0.6643590503012948,-0.5778975263433372,0.6396806646878597,0.6407326097705623,0.5896134075494193,0.54186076423615,0.6080957116680935,-0.6967118614935213,,,,,,,,,,,,,,
2026-07-20 13:12,replay:e0182399,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,unknown,,,0.0,0,0.0,0.0,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,0,0.0,ambiguous,0.11928707623923913,0.035989085537651656,0.030326741185476663,0.44294688680265304,-0.8450264397709953,-0.14421782333036234,0.024157788737201324,0.197304030642232,0.11985274441067008,0.07279916930152706,0.06970564771271363,-0.13280497516615672,1.5224503027639688e-06,-4.547841002177309e-07,-2.0416758688492946e-08,1.3877855226883736e-06,1.0081674695131848e-06,-9.154179653602827e-08,2.1995661322116323e-07,-6.209483456157298e-07,,,,,,,,,-0.5533937561026716,-0.7743855731683422,0.5385642350127506,1.1332640581678783,1.138420948704486,0.4747842918088063,0.8050856300376472,-0.9758017877075774,0.3970785829708257,0.16545972943111847,0.012663334295624093,0.22785604735667758,-0.033323691265218065,0.01459497990687805,0.2511274720547554,0.06933917022461134,,,,,,
2026-07-20 22:03,replay:ccce6b7b,,,,,1.1322839136393128,1.0946463188669888,1.1699215084116368,0.07527518954464796,0,0,12,12,0.5,8.0,unknown,,,0.0,0,0.6364,72760028.81,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2202,0.0,positive,0.014462760088310609,-0.028811627746049225,0.009365867285407907,0.6704050574842928,-0.8865733681228816,-0.13607132202376002,0.01864585045395301,0.16008232911600542,0.09606342513389426,0.07946885209867587,0.06719617508670854,-0.10792009715732265,-1.3040467153762155e-06,2.556968395041534e-07,-1.7300496808688999e-07,-1.1682894389901628e-06,-7.4668296537275e-07,2.0934346507058385e-07,-7.876561914642479e-08,7.810696173519796e-07,-8.879978065159234e-11,2.2321110264589514e-11,-4.793848865799467e-12,-8.030395732574729e-11,-5.513196465240135e-11,9.452882865429221e-12,-9.38492718716896e-12,4.40470613561957e-11,-0.6637949048663717,-0.6428978847822593,-0.03717878576846339,0.634503811122502,0.6627161794639028,0.694148335960986,0.7144503476501983,-0.5445443239980325,0.39658406111267946,0.1655211356036115,0.012655159472005314,0.22736920379027403,-0.03352270848383126,0.014609207939093108,0.25110162746342096,0.06941124402808861,0.15400443373020004,0.24432928288669784,-0.08723066276186262,0.25011707475441314,-0.39846747195907967,0.12113572584432067
2026-07-21 06:53,replay:be248772,,,,,-0.5041412230894077,-0.5562647616752012,-0.45201768450361407,0.10424707717158715,0,0,12,12,0.3889,8.0,unknown,,,0.0,0,0.6883,1479164.02,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2264,0.4958587769105923,negative,-0.09377318786875598,0.025499267590315667,-0.01923583103391236,0.3657222906869011,-0.9096082145033961,-0.1383791215738174,-0.007526734345221975,0.13081817067223933,0.060540513834097046,0.08408464808373242,0.05713071627702498,-0.10917516232744091,-7.24366238380961e-07,-7.257231289488641e-08,-8.230372578356913e-07,-9.202565548354117e-07,-1.1170726823835603e-06,1.4515081714014327e-07,-3.165238619397347e-07,-3.9467458179819694e-08,1.8211764907171047e-11,-1.0313199886868984e-11,-2.0422000934615183e-11,7.792424887048415e-12,-1.1636497549821247e-11,-2.016734147987452e-12,-7.469627483295943e-12,-2.5778733130122505e-11,-0.7127690163927269,-0.6816925400253024,-2.1331790044057857,0.3152733829969892,0.056884023008910704,0.805148593305497,0.4542746997213693,-0.5979044972020879,0.39668473005159005,0.16549437813036552,0.01259201187070265,0.22741387682801675,-0.033565169652384166,0.014605482926502707,0.2510811079023436,0.06936884106580617,0.1540044614010133,0.24432928074310153,-0.08723066373142088,0.25011708325417337,-0.3984674665664993,0.12113572555907176
2026-07-21 15:44,replay:bd48fe0d,,,,,0.5035147502822723,0.4526895510232426,0.5543399495413021,0.10165039851805946,0,0,12,12,0.3542,8.0,unknown,,,0.0,0,0.3947,5473603.82,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2202,0.4964852497177277,positive,-0.2222429130015199,-0.01071845793793675,0.0541613287499665,0.21037561830546336,-0.9580774286559763,-0.09237401626793831,-0.020884757354297845,0.11348058884869203,0.012407652765909393,0.018658715236596957,-0.01677802311576387,-0.07822109063371047,-1.5213187116315193e-06,1.4439769399208753e-06,-4.1927253638028466e-07,-5.441802204503234e-07,-1.5107614898991729e-06,-2.053544659357673e-06,-2.3197972188571513e-06,9.715653387862664e-07,-2.5037777984623257e-11,4.764527969889292e-11,1.2685036803500053e-11,1.1815153452249083e-11,-1.2368482799736493e-11,-6.907620095814692e-11,-6.293664332131375e-11,3.176351859774069e-11,-0.823085130442523,-0.02574534591806194,-2.5249926320144818,0.11650804876550924,-0.7599278031965738,-0.9097281774997846,-1.3481671969629492,-0.0980270456506997,0.39654466163707314,0.1656255034663112,0.012631350870360849,0.22748501505050536,-0.033608681001626506,0.014494828073603912,0.2508932049732373,0.06942242673807372,0.15400445122612616,0.24432928407465326,-0.08723066132071268,0.2501170839511658,-0.39846746658679116,0.12113572106020379
2026-07-22 00:34,replay:7d231399,,,,,4.666816678429996,3.733292768945198,5.600340587914793,1.8670478189695956,0,0,12,12,0.3958,8.0,unknown,,,0.0,0,0.6234,950395352.31,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2258,0.0,positive,-0.12311560159779145,0.06112287874022388,0.04758016579352349,0.7138531939027909,-0.9200080030932279,-0.13054108320898758,-0.018434922422032398,0.11475625099199636,0.06389675230221004,0.09397784211360771,0.04871655623561326,-0.09545583864802852,1.1971517472562388e-06,-1.2002222308506059e-06,7.703883434797003e-08,4.011516173913011e-08,1.6191540734685736e-06,2.368526002421722e-06,2.059577967024438e-06,-5.419732079974231e-07,8.540592079446302e-11,-8.307254699250647e-11,1.559256584128981e-11,1.8356750932750662e-11,9.83322514410225e-11,1.389277619157837e-10,1.3758640232113068e-10,-4.755069264164906e-11,-0.7228864848290479,-0.603995930766872,-1.984663300973016,0.1563961570061249,0.21352187816196067,1.087380240829291,0.36848968696884726,-0.4031741284263618,0.39706287936503737,0.1653881681496717,0.01268552525943963,0.22763037678467435,-0.03323111343666825,0.014723202968075623,0.25131352460031037,0.06933673007619412,0.1540044763808306,0.2443292767538732,-0.08723066134273556,0.2501170838666606,-0.39846745567233915,0.12113573438972035
2026-07-22 09:25,replay:71d65db2,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,unknown,,,0.0,0,0.0,0.0,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,0,0.0,ambiguous,0.09750887142160572,0.02881911462136145,0.02845021720146108,0.4729750262127302,-0.85495710315115,-0.14440301068452788,0.02191974220467005,0.19003724107715447,0.11250890362690878,0.07854144058817611,0.06750780336607218,-0.12296550372758763,2.0417733817350255e-06,-4.3508874687822654e-07,1.2666247528782943e-06,2.362868489804084e-06,1.5258051263245056e-06,-4.845072669626994e-07,5.898068779177313e-07,-8.634546478204366e-07,2.6535395365340455e-11,2.403812390739489e-11,3.737310457211198e-11,7.2973714359565e-11,-2.932734751620108e-12,-8.963346746416656e-11,-4.617565470017929e-11,-1.0099950984072056e-11,-0.5683633307499373,-0.8004811609815715,0.500327406641163,1.0528630137549237,1.05863790849253,0.657923311395173,0.8404691650719193,-0.8462969886099418,0.397184535908544,0.16546161383466704,0.01279989955187504,0.22806739802511747,-0.03325454169867111,0.014572027721114657,0.25116866620215206,0.06932520568094212,0.1540044616322233,0.2443292829121269,-0.08723065999824664,0.2501170887937532,-0.3984674666245485,0.12113571964345045
2026-07-22 18:15,replay:61b25357,,,,,-0.4456190426571993,-0.46052759101563073,-0.4307104942987679,0.029817096716862834,0,0,12,12,0.5069,8.0,unknown,,,0.0,0,0.5714,11999999999414.15,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2238,0.5543809573428007,negative,-0.017898851255619536,-0.03081935062714438,0.02449231130284918,0.9202985293649156,-0.9020482665089297,-0.12556747430695459,0.013269428644231253,0.1422564829666248,0.08980961710593491,0.07964624664850826,0.07465279924972003,-0.09616173840663238,-1.480854193640869e-06,5.923124647035626e-07,-2.7202243900750935e-07,-1.5025395632242035e-06,-7.13814041540059e-07,3.474232894126276e-08,2.2468540514615883e-07,8.42885701916832e-07,-1.1067004635174032e-10,3.227776348042065e-11,-4.833952849154268e-11,-1.2143914712624214e-10,-7.036189657130268e-11,1.63132138204198e-11,-1.1470985635299166e-11,5.360792804703955e-11,-0.6829101511949931,-0.5296775695097482,0.0005922416296529796,0.4690766816213447,0.6410127871299025,0.6762041091126445,0.9916926897231568,-0.4136744247069929,0.3965442202600771,0.1655514376421758,0.01264624458952412,0.22729343870436533,-0.03352234255541227,0.014599287641138601,0.25112947957416587,0.06941438454964048,0.15400442970054057,0.24432928324750358,-0.08723066566790355,0.250117071333487,-0.39846747306103103,0.12113572646473746
2026-07-23 03:06,replay:557ef729,,,,,-0.7615729104108766,-0.8355955384743294,-0.6875502823474238,0.14804525612690567,0,0,12,12,0.4167,8.0,unknown,,,0.0,0,0.5926,1343066568.48,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,2147,0.2384270895891234,negative,-0.13346100744263983,0.0568021704707339,0.06462433643221593,0.7340300465744573,-0.9223167645061919,-0.12618687019618816,-0.010255975293290415,0.10694212892875198,0.06389779861604421,0.09639068324648523,0.054522111234644295,-0.08429431914251585,-6.361738228895878e-07,-1.9441176686552747e-08,-7.383993702925822e-07,-1.1084229139319781e-06,-8.133025263619178e-07,5.255629817318569e-07,-6.318483369452522e-07,3.724864803551954e-07,2.6537240677074495e-11,-1.9219404379205637e-11,-1.4652118482094652e-11,1.2381924263029388e-11,-3.125620006970117e-12,1.5420064492321523e-11,-2.6909636886315144e-11,-1.4778486382709287e-11,-0.7291077923425325,-0.5447996043411485,-1.3097907411094238,0.05386826779582472,0.18627598928545033,1.052617604130969,0.47903688135643735,-0.231781047519249,0.3967080129230438,0.16549613646122482,0.012602623664914941,0.2273841419619434,-0.033531449297584226,0.01462380515756117,0.25104788495837105,0.06938801726602965,0.15400446242005741,0.24432928036974555,-0.08723066334171457,0.2501170835027811,-0.39846746611706785,0.12113572642382442
2026-07-23 11:56,replay:296487f3,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,unknown,,,0.0,0,0.0,0.0,0.0,0.0,N/A,0,0,0,0,unavailable,-1.0,0,0.0,1.0,0,0.0,ambiguous,0.08784784109350618,0.04537763293129923,0.03806434554529403,0.7581922471403761,-0.8619416454880415,-0.14250216336341706,0.01615851198476024,0.18288656180450044,0.10496474602564763,0.07603159507448368,0.06086159327829133,-0.13652614070795654,1.8985886483695095e-06,-5.130595335606574e-07,8.306442540267501e-07,2.3881897130738512e-06,1.2914134405535668e-06,-6.402228984906148e-07,1.993547812467622e-07,-1.6425101121207765e-06,7.963438489661004e-11,-1.5507959688159115e-11,4.929449023937582e-11,1.0985273726062925e-10,6.612365588801397e-11,-3.662538109401419e-11,2.6113827150236078e-11,-6.33049510674198e-11,-0.5851917921654999,-0.7865316935284486,0.3124927362063345,0.9617634722621694,0.8956308380331457,0.5203770224805935,0.6507466934507493,-1.0552101588691682,0.3971659054445269,0.1654532987881923,0.012757708993500313,0.22807811003821168,-0.03328239437168453,0.014563662990332293,0.25112875773523224,0.06928250788869024,0.1540044754416318,0.24432928057999198,-0.0872306590080956,0.2501170925577103,-0.39846745896805197,0.12113572309009009
